trial,timestamp,phase,target,answer,correct,reward,p0,p1,p2,policy_entropy,overall,recent_20,recent_100,recent_500,successes,attempts,target_0_accuracy,target_1_accuracy,target_2_accuracy,active_synapses,mean_delta_w
5047,1789300970.017632,dots_0_2,1,0,0,-1.0,0.03423,0.89335,0.07242,0.40639,0.8335644937586685,0.9,0.92,0.926,4207,5047,0.8346849656893325,0.7594718714121699,0.9083431257344301,198,0.016311
5048,1789300970.0184472,dots_0_2,2,2,1,1.0,0.0,0.02376,0.97624,0.11232,0.8335974643423137,0.9,0.92,0.926,4208,5048,0.8346849656893325,0.7594718714121699,0.9083969465648855,198,0.000723
5049,1789300970.0191867,dots_0_2,1,1,1,1.0,0.03919,0.84814,0.11267,0.51265,0.833630421865716,0.9,0.92,0.926,4209,5049,0.8346849656893325,0.759609868043603,0.9083969465648855,192,0.002341
5050,1789300970.0197592,dots_0_2,1,1,1,1.0,0.00308,0.87207,0.12485,0.39697,0.8336633663366336,0.9,0.92,0.926,4210,5050,0.8346849656893325,0.7597477064220184,0.9083969465648855,198,0.002806
5051,1789300970.127168,dots_0_2,0,0,1,1.0,0.96236,0.03642,0.00121,0.16572,0.8336962977628193,0.9,0.92,0.926,4211,5051,0.8347880299251871,0.7597477064220184,0.9083969465648855,198,6.5e-05
5052,1789300970.1281683,dots_0_2,2,2,1,1.0,0.0,0.03192,0.96808,0.14138,0.833729216152019,0.9,0.92,0.926,4212,5052,0.8347880299251871,0.7597477064220184,0.9084507042253521,198,0.001034
5053,1789300970.1289258,dots_0_2,1,1,1,1.0,0.00387,0.96653,0.0296,0.15857,0.833762121511973,0.9,0.92,0.926,4213,5053,0.8347880299251871,0.7598853868194843,0.9084507042253521,198,0.000744
5054,1789300970.1295347,dots_0_2,0,1,0,-1.0,0.9528,0.04562,0.00157,0.19707,0.833597150771666,0.9,0.91,0.924,4213,5054,0.8342679127725857,0.7598853868194843,0.9084507042253521,198,0.002036
5055,1789300970.1300771,dots_0_2,1,1,1,1.0,0.01437,0.93943,0.0462,0.26172,0.8336300692383778,0.9,0.91,0.924,4214,5055,0.8342679127725857,0.7600229095074456,0.9084507042253521,198,0.001032
5056,1789300970.2356434,dots_0_2,2,2,1,1.0,0.0,0.04367,0.95632,0.17951,0.8336629746835443,0.9,0.91,0.924,4215,5056,0.8342679127725857,0.7600229095074456,0.9085043988269794,198,0.001295
5057,1789300970.2365882,dots_0_2,0,0,1,1.0,0.96803,0.0306,0.00137,0.14719,0.8336958671148903,0.9,0.91,0.924,4216,5057,0.8343711083437111,0.7600229095074456,0.9085043988269794,195,5.6e-05
5058,1789300970.23738,dots_0_2,2,2,1,1.0,0.0,0.01088,0.98912,0.06001,0.8337287465401344,0.9,0.91,0.924,4217,5058,0.8343711083437111,0.7600229095074456,0.9085580304806565,141,0.000491
5059,1789300970.2380066,dots_0_2,2,2,1,1.0,0.0,0.00017,0.99983,0.00161,0.8337616129669895,0.9,0.91,0.924,4218,5059,0.8343711083437111,0.7600229095074456,0.9086115992970123,132,8e-06
5060,1789300970.238614,dots_0_2,2,2,1,1.0,5e-05,0.3303,0.66965,0.63495,0.833794466403162,0.9,0.91,0.924,4219,5060,0.8343711083437111,0.7600229095074456,0.9086651053864169,195,0.008936
5061,1789300970.3444107,dots_0_2,0,0,1,1.0,0.95732,0.04121,0.00147,0.18276,0.8338273068563525,0.9,0.91,0.924,4220,5061,0.8344741754822651,0.7600229095074456,0.9086651053864169,195,8.6e-05
5062,1789300970.345119,dots_0_2,2,2,1,1.0,0.0,0.00315,0.99685,0.02131,0.8338601343342552,0.9,0.91,0.924,4221,5062,0.8344741754822651,0.7600229095074456,0.9087185488589818,139,0.000146
5063,1789300970.345895,dots_0_2,0,0,1,1.0,0.94625,0.0519,0.00185,0.21747,0.8338929488445586,0.9,0.91,0.924,4222,5063,0.8345771144278606,0.7600229095074456,0.9087185488589818,198,0.00013
5064,1789300970.346778,dots_0_2,2,2,1,1.0,0.0,0.03878,0.96122,0.16408,0.8339257503949447,0.9,0.91,0.924,4223,5064,0.8345771144278606,0.7600229095074456,0.9087719298245615,198,0.001222
5065,1789300970.3473623,dots_0_2,2,2,1,1.0,0.0,0.01936,0.98064,0.09557,0.8339585389930898,0.9,0.91,0.924,4224,5065,0.8345771144278606,0.7600229095074456,0.9088252483927528,198,0.000588
5066,1789300970.4530144,dots_0_2,2,2,1,1.0,0.0,0.0201,0.9799,0.09845,0.833991314646664,0.9,0.91,0.924,4225,5066,0.8345771144278606,0.7600229095074456,0.9088785046728972,196,0.000652
5067,1789300970.453916,dots_0_2,2,1,0,-1.0,2e-05,0.41837,0.58161,0.67996,0.8338267219261891,0.9,0.9,0.922,4225,5067,0.8345771144278606,0.7600229095074456,0.9083479276123759,195,0.017329
5068,1789300970.454646,dots_0_2,1,1,1,1.0,0.03584,0.92996,0.0342,0.30228,0.8338595106550908,0.9,0.9,0.922,4226,5068,0.8345771144278606,0.7601602747567258,0.9083479276123759,195,0.001034
5069,1789300970.4553807,dots_0_2,0,0,1,1.0,0.95553,0.04285,0.00162,0.18887,0.833892286447031,0.9,0.9,0.922,4227,5069,0.8346799254195152,0.7601602747567258,0.9083479276123759,195,9.4e-05
5070,1789300970.456147,dots_0_2,2,2,1,1.0,6e-05,0.32,0.67994,0.62751,0.8339250493096647,0.9,0.9,0.922,4228,5070,0.8346799254195152,0.7601602747567258,0.9084014002333722,198,0.009193
5071,1789300970.5610826,dots_0_2,1,1,1,1.0,0.03141,0.95836,0.01023,0.19633,0.833957799250641,0.9,0.9,0.922,4229,5071,0.8346799254195152,0.7602974828375286,0.9084014002333722,198,0.000702
5072,1789300970.5621877,dots_0_2,1,1,1,1.0,0.02564,0.94277,0.0316,0.25865,0.8339905362776026,0.9,0.91,0.922,4230,5072,0.8346799254195152,0.7604345340194397,0.9084014002333722,198,0.000946
5073,1789300970.5631242,dots_0_2,0,0,1,1.0,0.96601,0.03273,0.00126,0.15375,0.8340232603981865,0.9,0.91,0.922,4231,5073,0.8347826086956521,0.7604345340194397,0.9084014002333722,198,6.1e-05
5074,1789300970.563959,dots_0_2,1,1,1,1.0,0.06219,0.90543,0.03238,0.37375,0.8340559716200237,0.95,0.91,0.922,4232,5074,0.8347826086956521,0.7605714285714286,0.9084014002333722,195,0.001419
5075,1789300970.5647717,dots_0_2,1,1,1,1.0,0.00668,0.83021,0.16311,0.48371,0.8340886699507389,0.95,0.91,0.924,4233,5075,0.8347826086956521,0.7607081667618504,0.9084014002333722,198,0.003232
5076,1789300970.671104,dots_0_2,1,1,1,1.0,0.00833,0.96425,0.02742,0.17358,0.8341213553979512,0.95,0.91,0.924,4234,5076,0.8347826086956521,0.7608447488584474,0.9084014002333722,198,0.000619
5077,1789300970.6719687,dots_0_2,1,1,1,1.0,0.00688,0.81855,0.17457,0.50283,0.8341540279692732,0.95,0.91,0.924,4235,5077,0.8347826086956521,0.7609811751283514,0.9084014002333722,198,0.003467
5078,1789300970.6726625,dots_0_2,1,2,0,-1.0,0.03215,0.95095,0.01689,0.22729,0.8339897597479322,0.9,0.91,0.922,4235,5078,0.8347826086956521,0.7605473204104903,0.9084014002333722,198,0.017284
5079,1789300970.6732552,dots_0_2,0,0,1,1.0,0.94795,0.05035,0.0017,0.212,0.8340224453632605,0.9,0.91,0.922,4236,5079,0.834885164494103,0.7605473204104903,0.9084014002333722,198,0.000122
5080,1789300970.6739347,dots_0_2,2,2,1,1.0,0.0,0.04475,0.95524,0.18279,0.8340551181102362,0.9,0.91,0.922,4237,5080,0.834885164494103,0.7605473204104903,0.9084548104956268,198,0.001369
5081,1789300970.78118,dots_0_2,1,1,1,1.0,0.0073,0.95999,0.03271,0.18699,0.8340877779964574,0.9,0.91,0.922,4238,5081,0.834885164494103,0.7606837606837606,0.9084548104956268,198,0.000814
5082,1789300970.782146,dots_0_2,2,2,1,1.0,4e-05,0.13441,0.86555,0.39512,0.8341204250295159,0.9,0.91,0.922,4239,5082,0.834885164494103,0.7606837606837606,0.9085081585081585,198,0.003916
5083,1789300970.7830548,dots_0_2,1,1,1,1.0,0.01313,0.97831,0.00857,0.11912,0.8341530592169978,0.9,0.91,0.922,4240,5083,0.834885164494103,0.7608200455580866,0.9085081585081585,198,0.000364
5084,1789300970.7839243,dots_0_2,1,1,1,1.0,0.02522,0.94838,0.0264,0.23902,0.8341856805664831,0.9,0.91,0.922,4241,5084,0.834885164494103,0.7609561752988048,0.9085081585081585,198,0.000832
5085,1789300970.7845542,dots_0_2,1,1,1,1.0,0.0037,0.92145,0.07484,0.29013,0.8342182890855457,0.9,0.91,0.924,4242,5085,0.834885164494103,0.7610921501706485,0.9085081585081585,198,0.001548
5086,1789300970.890124,dots_0_2,1,1,1,1.0,0.0289,0.91203,0.05906,0.3535,0.8342508847817538,0.9,0.91,0.924,4243,5086,0.834885164494103,0.7612279704377487,0.9085081585081585,198,0.00154
5087,1789300970.891214,dots_0_2,1,1,1,1.0,0.01091,0.8857,0.10339,0.39141,0.8342834676626696,0.95,0.91,0.926,4244,5087,0.834885164494103,0.7613636363636364,0.9085081585081585,198,0.002002
5088,1789300970.8921418,dots_0_2,1,1,1,1.0,0.00388,0.95775,0.03837,0.18799,0.8343160377358491,0.95,0.91,0.926,4245,5088,0.834885164494103,0.7614991482112436,0.9085081585081585,198,0.000953
5089,1789300970.8931322,dots_0_2,2,2,1,1.0,0.0,0.00285,0.99715,0.01954,0.8343485950088426,0.95,0.91,0.928,4246,5089,0.834885164494103,0.7614991482112436,0.9085614443797321,198,7.9e-05
5090,1789300970.8938823,dots_0_2,2,2,1,1.0,1e-05,0.09498,0.905,0.3141,0.8343811394891945,0.95,0.91,0.928,4247,5090,0.834885164494103,0.7614991482112436,0.9086146682188592,198,0.002712
5091,1789300970.9999382,dots_0_2,0,0,1,1.0,0.96153,0.03721,0.00126,0.1686,0.8344136711844431,0.95,0.91,0.928,4248,5091,0.8349875930521092,0.7614991482112436,0.9086146682188592,195,7.5e-05
5092,1789300971.0008044,dots_0_2,1,1,1,1.0,0.01103,0.91274,0.07623,0.32927,0.834446190102121,0.95,0.92,0.928,4249,5092,0.8349875930521092,0.7616345062429057,0.9086146682188592,198,0.001655
5093,1789300971.0016396,dots_0_2,0,0,1,1.0,0.96005,0.0386,0.00135,0.1737,0.8344786962497546,0.95,0.92,0.928,4250,5093,0.8350898946063237,0.7616345062429057,0.9086146682188592,198,7.4e-05
5094,1789300971.0023746,dots_0_2,2,2,1,1.0,1e-05,0.05228,0.94771,0.20526,0.8345111896348646,0.95,0.92,0.928,4251,5094,0.8350898946063237,0.7616345062429057,0.9086678301337987,195,0.001448
5095,1789300971.0029988,dots_0_2,0,0,1,1.0,0.96429,0.03454,0.00117,0.15924,0.8345436702649657,0.95,0.92,0.928,4252,5095,0.8351920693928129,0.7616345062429057,0.9086678301337987,195,6.4e-05
5096,1789300971.1084619,dots_0_2,2,2,1,1.0,0.0,0.04871,0.95129,0.19473,0.8345761381475667,0.95,0.92,0.928,4253,5096,0.8351920693928129,0.7616345062429057,0.9087209302325582,195,0.001468
5097,1789300971.1093547,dots_0_2,1,1,1,1.0,0.02651,0.92819,0.0453,0.30559,0.8346085932901707,0.95,0.92,0.928,4254,5097,0.8351920693928129,0.761769710720363,0.9087209302325582,195,0.001143
5098,1789300971.1100307,dots_0_2,2,1,0,-1.0,4e-05,0.36465,0.6353,0.65652,0.8344448803452335,0.95,0.91,0.926,4254,5098,0.8351920693928129,0.761769710720363,0.9081929110981988,198,0.017506
5099,1789300971.110739,dots_0_2,0,0,1,1.0,0.95457,0.0438,0.00163,0.19187,0.8344773484997058,0.95,0.91,0.926,4255,5099,0.8352941176470589,0.761769710720363,0.9081929110981988,198,9.6e-05
5100,1789300971.1114345,dots_0_2,1,2,0,-1.0,0.00225,0.89592,0.10183,0.34483,0.8343137254901961,0.9,0.9,0.924,4255,5100,0.8352941176470589,0.7613378684807256,0.9081929110981988,198,0.019411
5101,1789300971.2174394,dots_0_2,2,2,1,1.0,3e-05,0.47694,0.52303,0.6924,0.8343462066261518,0.9,0.9,0.924,4256,5101,0.8352941176470589,0.7613378684807256,0.908246225319396,195,0.014066
5102,1789300971.2183514,dots_0_2,2,2,1,1.0,2e-05,0.05426,0.94572,0.21109,0.8343786750294002,0.9,0.9,0.926,4257,5102,0.8352941176470589,0.7613378684807256,0.9082994776552524,198,0.001567
5103,1789300971.2191155,dots_0_2,1,1,1,1.0,0.0102,0.96622,0.02358,0.16833,0.834411130707427,0.9,0.9,0.926,4258,5103,0.8352941176470589,0.7614730878186969,0.9082994776552524,198,0.000628
5104,1789300971.2198162,dots_0_2,1,1,1,1.0,0.0164,0.96481,0.01879,0.17666,0.8344435736677116,0.9,0.9,0.926,4259,5104,0.8352941176470589,0.7616081540203851,0.9082994776552524,198,0.000614
5105,1789300971.2206867,dots_0_2,1,1,1,1.0,0.0104,0.95518,0.03443,0.20726,0.8344760039177277,0.9,0.9,0.928,4260,5105,0.8352941176470589,0.7617430673457838,0.9082994776552524,198,0.000807
5106,1789300971.326127,dots_0_2,1,1,1,1.0,0.01756,0.93771,0.04472,0.27026,0.8345084214649432,0.9,0.9,0.93,4261,5106,0.8352941176470589,0.7618778280542986,0.9082994776552524,198,0.001124
5107,1789300971.3270204,dots_0_2,0,0,1,1.0,0.96494,0.03389,0.00117,0.15704,0.83454082631682,0.9,0.9,0.93,4262,5107,0.8353960396039604,0.7618778280542986,0.9082994776552524,198,6.1e-05
5108,1789300971.3278644,dots_0_2,0,0,1,1.0,0.96247,0.03625,0.00128,0.16559,0.8345732184808144,0.9,0.9,0.93,4263,5108,0.8354978354978355,0.7618778280542986,0.9082994776552524,198,6.6e-05
5109,1789300971.3284805,dots_0_2,1,1,1,1.0,0.01481,0.93907,0.04612,0.26332,0.8346055979643766,0.9,0.9,0.93,4264,5109,0.8354978354978355,0.7620124364047485,0.9082994776552524,195,0.00109
5110,1789300971.3292034,dots_0_2,0,0,1,1.0,0.95112,0.04724,0.00163,0.20235,0.8346379647749511,0.9,0.9,0.93,4265,5110,0.8355995055624228,0.7620124364047485,0.9082994776552524,198,0.000108
5111,1789300971.4359627,dots_0_2,2,2,1,1.0,0.0,0.00227,0.99773,0.01609,0.8346703189199766,0.9,0.9,0.93,4266,5111,0.8355995055624228,0.7620124364047485,0.9083526682134571,138,9.8e-05
5112,1789300971.4368613,dots_0_2,2,2,1,1.0,0.0,0.00142,0.99858,0.01071,0.8347026604068858,0.9,0.9,0.93,4267,5112,0.8355995055624228,0.7620124364047485,0.9084057971014493,135,6e-05
5113,1789300971.437616,dots_0_2,1,1,1,1.0,0.01555,0.9394,0.04505,0.26312,0.8347349892431059,0.9,0.9,0.932,4268,5113,0.8355995055624228,0.7621468926553673,0.9084057971014493,198,0.001113
5114,1789300971.4383192,dots_0_2,2,2,1,1.0,0.0,0.00681,0.99319,0.04077,0.8347673054360579,0.9,0.9,0.932,4269,5114,0.8355995055624228,0.7621468926553673,0.9084588644264194,181,0.00023
5115,1789300971.4390666,dots_0_2,2,2,1,1.0,0.0,0.00075,0.99925,0.00618,0.8347996089931574,0.9,0.9,0.932,4270,5115,0.8355995055624228,0.7621468926553673,0.9085118702953098,131,3.3e-05
5116,1789300971.5451188,dots_0_2,2,2,1,1.0,0.0,0.00424,0.99576,0.02741,0.834831899921814,0.9,0.9,0.932,4271,5116,0.8355995055624228,0.7621468926553673,0.9085648148148148,198,0.000114
5117,1789300971.5459573,dots_0_2,0,0,1,1.0,0.93818,0.05964,0.00218,0.24136,0.8348641782294313,0.9,0.9,0.932,4272,5117,0.8357010500308832,0.7621468926553673,0.9085648148148148,198,0.000159
5118,1789300971.5466301,dots_0_2,2,2,1,1.0,0.0,0.00086,0.99914,0.00693,0.8348964439234076,0.95,0.91,0.932,4273,5118,0.8357010500308832,0.7621468926553673,0.9086176980913823,132,3.7e-05
5119,1789300971.5474412,dots_0_2,1,1,1,1.0,0.01487,0.93956,0.04556,0.26189,0.834928697011135,0.95,0.92,0.932,4274,5119,0.8357010500308832,0.7622811970638057,0.9086176980913823,195,0.001075
5120,1789300971.5482674,dots_0_2,2,2,1,1.0,0.0,0.00712,0.99288,0.04228,0.8349609375,1.0,0.92,0.932,4275,5120,0.8357010500308832,0.7622811970638057,0.9086705202312139,198,0.000234
5121,1789300971.654283,dots_0_2,2,1,0,-1.0,1e-05,0.08132,0.91867,0.28207,0.8347978910369068,0.95,0.91,0.93,4275,5121,0.8357010500308832,0.7622811970638057,0.9081455805892548,198,0.026059
5122,1789300971.6552846,dots_0_2,0,0,1,1.0,0.95857,0.03987,0.00156,0.17912,0.8348301444748145,0.95,0.91,0.93,4276,5122,0.8358024691358025,0.7622811970638057,0.9081455805892548,198,8.8e-05
5123,1789300971.6559577,dots_0_2,1,1,1,1.0,0.03411,0.907,0.05889,0.37054,0.8348623853211009,0.95,0.92,0.93,4277,5123,0.8358024691358025,0.7624153498871332,0.9081455805892548,198,0.001688
5124,1789300971.6566176,dots_0_2,2,2,1,1.0,0.0,0.00329,0.99671,0.02213,0.8348946135831382,0.95,0.92,0.93,4278,5124,0.8358024691358025,0.7624153498871332,0.9081986143187067,198,0.000102
5125,1789300971.6572456,dots_0_2,0,0,1,1.0,0.96605,0.03282,0.00113,0.15316,0.8349268292682926,0.95,0.92,0.93,4279,5125,0.8359037631091919,0.7624153498871332,0.9081986143187067,198,5.9e-05
5126,1789300971.7640116,dots_0_2,0,0,1,1.0,0.96807,0.03078,0.00115,0.14634,0.8349590323839251,0.95,0.92,0.93,4280,5126,0.8360049321824907,0.7624153498871332,0.9081986143187067,198,5.9e-05
5127,1789300971.764814,dots_0_2,0,0,1,1.0,0.96126,0.03735,0.00138,0.16986,0.8349912229373903,0.95,0.92,0.93,4281,5127,0.836105976586568,0.7624153498871332,0.9081986143187067,198,7.7e-05
5128,1789300971.765387,dots_0_2,0,0,1,1.0,0.9656,0.03311,0.00129,0.15523,0.8350234009360374,0.95,0.92,0.93,4282,5128,0.8362068965517241,0.7624153498871332,0.9081986143187067,198,5.7e-05
5129,1789300971.7660315,dots_0_2,0,0,1,1.0,0.9508,0.04741,0.0018,0.20387,0.83505556638721,0.95,0.92,0.93,4283,5129,0.8363076923076923,0.7624153498871332,0.9081986143187067,198,0.000116
5130,1789300971.7667444,dots_0_2,1,1,1,1.0,0.02716,0.90713,0.0657,0.36524,0.8350877192982457,0.95,0.92,0.93,4284,5130,0.8363076923076923,0.7625493513818387,0.9081986143187067,198,0.00152
5131,1789300971.8728716,dots_0_2,1,1,1,1.0,0.03309,0.91476,0.05215,0.34831,0.8351198596764763,0.95,0.92,0.93,4285,5131,0.8363076923076923,0.7626832018038332,0.9081986143187067,198,0.001449
5132,1789300971.8737624,dots_0_2,0,0,1,1.0,0.95891,0.03957,0.00152,0.1779,0.8351519875292284,0.95,0.92,0.93,4286,5132,0.8364083640836408,0.7626832018038332,0.9081986143187067,198,8.3e-05
5133,1789300971.87436,dots_0_2,0,0,1,1.0,0.96284,0.03577,0.00139,0.16472,0.8351841028638223,0.95,0.92,0.93,4287,5133,0.8365089121081746,0.7626832018038332,0.9081986143187067,198,7.1e-05
5134,1789300971.8749337,dots_0_2,1,1,1,1.0,0.01855,0.9551,0.02635,0.21366,0.835216205687573,0.95,0.93,0.93,4288,5134,0.8365089121081746,0.7628169014084507,0.9081986143187067,198,0.00078
5135,1789300971.8757882,dots_0_2,2,2,1,1.0,0.0,0.00123,0.99877,0.00947,0.8352482960077897,0.95,0.93,0.93,4289,5135,0.8365089121081746,0.7628169014084507,0.9082515868436237,132,5.6e-05
5136,1789300971.981003,dots_0_2,0,0,1,1.0,0.96398,0.03463,0.00139,0.16096,0.8352803738317757,0.95,0.93,0.93,4290,5136,0.8366093366093366,0.7628169014084507,0.9082515868436237,198,6.9e-05
5137,1789300971.9818857,dots_0_2,0,0,1,1.0,0.95511,0.04322,0.00167,0.19034,0.8353124391668288,0.95,0.93,0.93,4291,5137,0.8367096378146102,0.7628169014084507,0.9082515868436237,198,9.4e-05
5138,1789300971.9825103,dots_0_2,2,2,1,1.0,0.0,0.02497,0.97503,0.11682,0.8353444920202413,0.95,0.93,0.93,4292,5138,0.8367096378146102,0.7628169014084507,0.9083044982698962,198,0.000734
5139,1789300971.9831185,dots_0_2,0,0,1,1.0,0.95843,0.04004,0.00152,0.17942,0.8353765323992994,0.95,0.93,0.93,4293,5139,0.8368098159509203,0.7628169014084507,0.9083044982698962,198,8.8e-05
5140,1789300971.983673,dots_0_2,2,2,1,1.0,0.0,0.01527,0.98473,0.07901,0.8354085603112841,0.95,0.93,0.93,4294,5140,0.8368098159509203,0.7628169014084507,0.90835734870317,198,0.00045
5141,1789300972.0913045,dots_0_2,2,2,1,1.0,0.0,0.00592,0.99408,0.03626,0.8354405757634702,1.0,0.93,0.93,4295,5141,0.8368098159509203,0.7628169014084507,0.908410138248848,198,0.00017
5142,1789300972.0920727,dots_0_2,2,2,1,1.0,0.0,0.00033,0.99967,0.00297,0.8354725787631272,1.0,0.93,0.93,4296,5142,0.8368098159509203,0.7628169014084507,0.9084628670120898,130,1.6e-05
5143,1789300972.092727,dots_0_2,2,2,1,1.0,0.0,0.0017,0.9983,0.01251,0.8355045693175189,1.0,0.93,0.93,4297,5143,0.8368098159509203,0.7628169014084507,0.9085155350978136,137,7.1e-05
5144,1789300972.0933387,dots_0_2,2,2,1,1.0,0.0,0.00401,0.99599,0.02614,0.8355365474339036,1.0,0.93,0.93,4298,5144,0.8368098159509203,0.7628169014084507,0.9085681426106959,142,0.000184
5145,1789300972.0941732,dots_0_2,1,1,1,1.0,0.00539,0.78885,0.20576,0.54056,0.8355685131195335,1.0,0.93,0.93,4299,5145,0.8368098159509203,0.7629504504504504,0.9085681426106959,198,0.003986
5146,1789300972.2000246,dots_0_2,1,1,1,1.0,0.01885,0.92802,0.05313,0.30013,0.8356004663816556,1.0,0.93,0.93,4300,5146,0.8368098159509203,0.7630838491840181,0.9085681426106959,195,0.001306
5147,1789300972.200837,dots_0_2,2,2,1,1.0,3e-05,0.09185,0.90813,0.30708,0.8356324072275112,1.0,0.94,0.93,4301,5147,0.8368098159509203,0.7630838491840181,0.9086206896551724,195,0.002589
5148,1789300972.2016487,dots_0_2,1,1,1,1.0,0.00376,0.92422,0.07202,0.28329,0.8356643356643356,1.0,0.94,0.93,4302,5148,0.8368098159509203,0.7632170978627671,0.9086206896551724,198,0.001584
5149,1789300972.2023656,dots_0_2,2,2,1,1.0,2e-05,0.05557,0.94441,0.21483,0.8356962516993591,1.0,0.94,0.932,4303,5149,0.8368098159509203,0.7632170978627671,0.9086731763354394,195,0.001526
5150,1789300972.2030773,dots_0_2,1,1,1,1.0,0.03022,0.95334,0.01644,0.21884,0.8357281553398058,1.0,0.94,0.932,4304,5150,0.8368098159509203,0.7633501967397415,0.9086731763354394,195,0.000843
5151,1789300972.3098135,dots_0_2,2,2,1,1.0,2e-05,0.10212,0.89785,0.32999,0.8357600465928946,1.0,0.94,0.932,4305,5151,0.8368098159509203,0.7633501967397415,0.9087256027554536,198,0.002998
5152,1789300972.3108869,dots_0_2,1,1,1,1.0,0.02087,0.93978,0.03935,0.26644,0.8357919254658385,1.0,0.94,0.932,4306,5152,0.8368098159509203,0.7634831460674157,0.9087256027554536,198,0.001037
5153,1789300972.311571,dots_0_2,2,2,1,1.0,1e-05,0.01707,0.98292,0.0865,0.8358237919658451,1.0,0.94,0.934,4307,5153,0.8368098159509203,0.7634831460674157,0.9087779690189329,198,0.000486
5154,1789300972.3123496,dots_0_2,2,2,1,1.0,1e-05,0.04258,0.95741,0.1762,0.8358556461001164,1.0,0.95,0.934,4308,5154,0.8368098159509203,0.7634831460674157,0.9088302752293578,198,0.001203
5155,1789300972.3130863,dots_0_2,0,0,1,1.0,0.96398,0.03475,0.00127,0.16059,0.8358874878758487,1.0,0.95,0.936,4309,5155,0.8369098712446352,0.7634831460674157,0.9088302752293578,198,6.5e-05
5156,1789300972.41875,dots_0_2,0,0,1,1.0,0.96127,0.03731,0.00142,0.16999,0.8359193173002327,1.0,0.95,0.936,4310,5156,0.8370098039215687,0.7634831460674157,0.9088302752293578,198,7.5e-05
5157,1789300972.4195397,dots_0_2,2,2,1,1.0,0.0,0.00253,0.99747,0.01763,0.8359511343804538,1.0,0.95,0.936,4311,5157,0.8370098039215687,0.7634831460674157,0.9088825214899714,175,8.7e-05
5158,1789300972.4201853,dots_0_2,1,1,1,1.0,0.01033,0.95908,0.0306,0.19399,0.8359829391236914,1.0,0.95,0.936,4312,5158,0.8370098039215687,0.7636159460976979,0.9088825214899714,195,0.000743
5159,1789300972.420762,dots_0_2,2,2,1,1.0,0.0,0.00104,0.99896,0.00818,0.8360147315371196,1.0,0.95,0.936,4313,5159,0.8370098039215687,0.7636159460976979,0.9089347079037801,134,4.8e-05
5160,1789300972.421445,dots_0_2,1,2,0,-1.0,0.004,0.62832,0.36768,0.68193,0.8358527131782946,0.95,0.94,0.934,4313,5160,0.8370098039215687,0.7631874298540965,0.9089347079037801,198,0.013145
5161,1789300972.527525,dots_0_2,1,1,1,1.0,0.01512,0.9701,0.01478,0.15511,0.8358845185041659,0.95,0.94,0.934,4314,5161,0.8370098039215687,0.7633202467750981,0.9089347079037801,198,0.000529
